shipment_id,shipment_date,year,month,month_name,quarter,lane_id,origin_state,destination_state,origin_type,destination_type,volume_band,service_sensitivity,base_risk_band,strategic_priority,carrier_id,carrier_name,carrier_profile,distance_miles,weight_lbs,planned_transit_days,actual_transit_days,quoted_cost,actual_cost,cost_leakage_amount,on_time_flag,invoice_exception_flag,utilization_pct,priority_flag,carrier_hist_otif,carrier_hist_exception_rate,lane_hist_otif,lane_hist_avg_delay,lane_carrier_hist_otif,cost_per_mile_quoted,distance_x_carrier_risk,weight_util_ratio,late_risk_probability,late_risk_tier
SH002045,2025-04-24,2025,4,April,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C01,Apex Freight,Low Cost / Lower Reliability,250,12057.0,1,1,585.57,593.13,7.56,1,0,0.73,Medium,0.8832116788321168,0.07481751824817519,0.9580838323353293,0.05389221556886228,0.9285714285714286,2.34228,30.44103547459251,16516.438356164384,0.1201,Low Risk
SH002012,2025-04-25,2025,4,April,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,18862.0,3,3,3112.43,3389.07,276.64,1,0,0.77,High,0.9445407279029463,0.07452339688041594,0.9133333333333333,0.023333333333333334,0.9156626506024096,2.5936916666666665,70.5202312138728,24496.103896103894,0.1476,Low Risk
SH002089,2025-04-25,2025,4,April,2,L006,Nevada,Georgia,Upstream Supply,Battery Hub,Low,High,High,Medium,C04,Velocity Haul,Exception-Prone Carrier,1900,13609.0,5,5,5957.37,6299.91,342.54,1,0,0.67,Medium,0.8025974025974026,0.13506493506493505,0.6911764705882353,0.5441176470588235,0.6,3.135457894736842,362.2770919067215,20311.940298507463,0.3788,High Risk
SH002100,2025-04-25,2025,4,April,2,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,800,19727.0,2,2,1987.75,2352.78,365.03,1,0,0.87,High,0.8031088082901554,0.13471502590673576,0.9319371727748691,-0.015706806282722512,0.7575757575757576,2.4846875,152.53772290809326,22674.712643678162,0.4758,High Risk
SH002141,2025-04-25,2025,4,April,2,L010,Nevada,Tennessee,Upstream Supply,Battery Hub,Low,High,High,Medium,C02,Titan Logistics,Premium / High Reliability,1750,17454.0,4,4,6026.96,5941.17,-85.79,1,0,0.59,High,0.9583333333333334,0.07371794871794872,0.7777777777777778,0.30864197530864196,0.8518518518518519,3.443977142857143,64.31623931623928,29583.050847457627,0.2697,Medium Risk
SH002164,2025-04-25,2025,4,April,2,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C04,Velocity Haul,Exception-Prone Carrier,900,13063.0,3,3,2469.38,2391.67,-77.71,1,0,0.62,Medium,0.8036175710594315,0.1343669250645995,0.8431372549019608,0.16666666666666666,0.5625,2.7437555555555555,171.60493827160494,21069.354838709678,0.5298,Critical Risk
SH002076,2025-04-26,2025,4,April,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,900,15897.0,3,3,2148.15,2145.25,-2.9,1,0,0.89,High,0.8834244080145719,0.07468123861566485,0.9177489177489178,0.012987012987012988,0.8793103448275862,2.3868333333333336,109.58772770853304,17861.797752808987,0.2098,Medium Risk
SH002082,2025-04-26,2025,4,April,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,900,25978.0,3,3,2406.78,2516.59,109.81,1,0,0.71,High,0.8041237113402062,0.13402061855670103,0.9181034482758621,0.01293103448275862,0.8536585365853658,2.6742000000000004,171.60493827160494,36588.7323943662,0.2516,Medium Risk
SH002069,2025-04-26,2025,4,April,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,700,18583.0,2,2,1629.37,1700.31,70.94,1,0,0.74,High,0.8836363636363637,0.07454545454545454,0.9554455445544554,-0.1188118811881188,0.9361702127659575,2.3276714285714286,85.23489932885903,25112.162162162163,0.1441,Low Risk
SH002006,2025-04-26,2025,4,April,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,29142.0,3,3,3036.08,3167.09,131.01,1,0,0.71,High,0.8046272493573264,0.13367609254498714,0.9136212624584718,0.023255813953488372,0.8333333333333334,2.5300666666666665,228.8065843621399,41045.07042253522,0.3307,High Risk
SH002007,2025-04-26,2025,4,April,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,24188.0,3,4,3206.44,3422.14,215.7,0,1,0.81,High,0.8051282051282052,0.13333333333333333,0.9139072847682119,0.023178807947019868,0.8363636363636363,2.6720333333333333,228.8065843621399,29861.728395061727,0.5831,Critical Risk
SH002013,2025-04-27,2025,4,April,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,20909.0,3,3,3094.82,3190.89,96.07,1,0,0.92,High,0.9446366782006921,0.07439446366782007,0.9108910891089109,0.026402640264026403,0.9166666666666666,2.579016666666667,70.5202312138728,22727.173913043476,0.1157,Low Risk
SH002059,2025-04-27,2025,4,April,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,700,15423.0,2,4,1725.53,1983.75,258.22,0,0,0.6,High,0.9447322970639033,0.07426597582037997,0.9556650246305419,-0.11822660098522167,1.0,2.465042857142857,41.136801541425804,25705.0,0.4639,High Risk
SH002079,2025-04-27,2025,4,April,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,900,18720.0,3,3,2435.23,2387.67,-47.56,1,0,0.91,High,0.9431034482758621,0.07413793103448275,0.9184549356223176,0.012875536480686695,0.9076923076923077,2.705811111111111,52.89017341040461,20571.428571428572,0.0958,Low Risk
SH002084,2025-04-27,2025,4,April,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,900,19435.0,3,3,2499.38,2695.39,196.01,1,0,0.83,High,0.9584,0.0736,0.9188034188034188,0.01282051282051282,1.0,2.777088888888889,33.07692307692306,23415.66265060241,0.0684,Low Risk
SH002092,2025-04-27,2025,4,April,2,L006,Nevada,Georgia,Upstream Supply,Battery Hub,Low,High,High,Medium,C03,BlueRoute Transport,Balanced Performer,1900,10691.0,5,5,5957.17,6206.73,249.56,1,0,0.62,Medium,0.9432013769363167,0.07401032702237521,0.6956521739130435,0.5362318840579711,0.8125,3.1353526315789475,111.65703275529862,17243.548387096773,0.3849,High Risk
SH002156,2025-04-28,2025,4,April,2,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,1200,17860.0,3,3,3087.04,3199.0,111.96,1,0,0.71,Medium,0.8838475499092558,0.07441016333938294,0.8834355828220859,0.0736196319018405,0.8222222222222222,2.5725333333333333,146.11697027804405,25154.92957746479,0.366,High Risk
SH002060,2025-04-28,2025,4,April,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,700,20254.0,2,2,1663.8,1718.94,55.14,1,0,0.72,High,0.80306905370844,0.13554987212276215,0.9509803921568627,-0.10784313725490197,0.8421052631578947,2.376857142857143,133.4705075445816,28130.55555555556,0.2008,Medium Risk
SH002099,2025-04-28,2025,4,April,2,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,800,18314.0,2,2,2283.68,2531.84,248.16,1,0,0.82,High,0.9584664536741214,0.07348242811501597,0.9322916666666666,-0.015625,0.9655172413793104,2.8545999999999996,29.401709401709386,22334.146341463416,0.0473,Low Risk
SH002112,2025-04-28,2025,4,April,2,L008,North Carolina,Tennessee,Processing Hub,EV Manufacturing Hub,Medium,High,Low,Medium,C02,Titan Logistics,Premium / High Reliability,450,13299.0,1,1,1219.42,1195.25,-24.17,1,0,0.69,Medium,0.9585326953748007,0.0733652312599681,0.9668874172185431,0.046357615894039736,1.0,2.7098222222222224,16.53846153846153,19273.913043478264,0.0781,Low Risk
SH002132,2025-04-29,2025,4,April,2,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,850,25984.0,2,2,2183.27,2184.81,1.54,1,0,0.71,High,0.8035714285714286,0.13520408163265307,0.9120370370370371,0.08796296296296297,0.8,2.5685529411764705,162.07133058984908,36597.18309859155,0.2457,Medium Risk
SH002106,2025-04-29,2025,4,April,2,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,800,20530.0,2,2,2076.36,2133.9,57.54,1,0,0.76,High,0.9432989690721649,0.07388316151202749,0.9326424870466321,-0.015544041450777202,0.9811320754716981,2.59545,47.013487475915205,27013.157894736843,0.0881,Low Risk
SH002067,2025-04-29,2025,4,April,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,700,18032.0,2,2,1771.57,2149.91,378.34,1,0,0.75,High,0.9433962264150944,0.07375643224699828,0.9512195121951219,-0.1073170731707317,0.9827586206896551,2.5308142857142855,41.136801541425804,24042.666666666668,0.1009,Low Risk
SH002037,2025-04-29,2025,4,April,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1350,18590.0,3,3,3357.88,3165.87,-192.01,1,0,0.86,High,0.8840579710144928,0.07427536231884058,0.9007633587786259,0.09923664122137404,0.8695652173913043,2.4873185185185185,164.38159156279954,21616.279069767443,0.3512,High Risk
SH002015,2025-04-29,2025,4,April,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,1200,23500.0,3,3,3330.91,3484.52,153.61,1,0,0.92,High,0.9585987261146497,0.0732484076433121,0.9111842105263158,0.02631578947368421,0.9518072289156626,2.775758333333333,44.10256410256408,25543.478260869564,0.1351,Low Risk
SH002023,2025-04-29,2025,4,April,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1350,24637.0,3,3,3323.94,3411.82,87.88,1,0,0.83,High,0.8842676311030742,0.07414104882459313,0.9011406844106464,0.09885931558935361,0.8714285714285714,2.462177777777778,164.38159156279954,29683.132530120485,0.3173,High Risk
SH002009,2025-04-29,2025,4,April,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,26338.0,3,3,3179.52,3252.27,72.75,1,0,0.84,High,0.9434931506849316,0.07363013698630137,0.9114754098360656,0.02622950819672131,0.9176470588235294,2.6496,70.5202312138728,31354.761904761905,0.1462,Low Risk
SH002026,2025-04-29,2025,4,April,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,1350,29962.0,3,3,4024.55,3790.81,-233.74,1,0,0.79,High,0.958664546899841,0.07313195548489666,0.9015151515151515,0.09848484848484848,0.9382716049382716,2.981148148148148,49.61538461538459,37926.58227848101,0.0928,Low Risk
SH002138,2025-04-30,2025,4,April,2,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,850,15217.0,2,2,2196.73,2093.55,-103.18,1,0,0.75,High,0.8844765342960289,0.0740072202166065,0.9124423963133641,0.08755760368663594,0.9038461538461539,2.5843882352941177,103.49952061361454,20289.333333333332,0.1294,Low Risk
SH002087,2025-04-30,2025,4,April,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,900,18178.0,3,3,2656.18,2551.4,-104.78,1,0,0.75,High,0.9587301587301588,0.07301587301587302,0.9191489361702128,0.01276595744680851,1.0,2.951311111111111,33.07692307692306,24237.333333333332,0.0741,Low Risk
SH002155,2025-04-30,2025,4,April,2,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C03,BlueRoute Transport,Balanced Performer,1200,22704.0,3,3,3242.18,3499.47,257.29,1,1,0.68,Medium,0.9435897435897436,0.0735042735042735,0.8841463414634146,0.07317073170731707,0.9166666666666666,2.7018166666666663,70.5202312138728,33388.23529411764,0.1643,Medium Risk
SH002050,2025-04-30,2025,4,April,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C04,Velocity Haul,Exception-Prone Carrier,250,14361.0,1,1,616.74,602.02,-14.72,1,0,0.8,Medium,0.8040712468193384,0.13486005089058525,0.9583333333333334,0.05357142857142857,0.9259259259259259,2.46696,47.66803840877915,17951.25,0.1144,Low Risk
SH002061,2025-04-30,2025,4,April,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,700,16160.0,2,2,1698.05,1640.24,-57.81,1,0,0.74,High,0.9436860068259386,0.07508532423208192,0.9514563106796117,-0.10679611650485436,0.9830508474576272,2.4257857142857144,41.136801541425804,21837.837837837837,0.1681,Medium Risk
SH002158,2025-04-30,2025,4,April,2,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,1200,24565.0,3,3,2952.1,3251.98,299.88,1,1,0.65,Medium,0.8846846846846846,0.07387387387387387,0.8848484848484849,0.07272727272727272,0.8260869565217391,2.4600833333333334,146.11697027804405,37792.30769230769,0.3572,High Risk
SH002311,2025-05-01,2025,5,May,2,L010,Nevada,Tennessee,Upstream Supply,Battery Hub,Low,High,High,Medium,C03,BlueRoute Transport,Balanced Performer,1750,10970.0,4,3,5442.28,6382.63,940.35,1,0,0.63,High,0.9437819420783645,0.07495741056218058,0.7804878048780488,0.3048780487804878,0.88,3.1098742857142856,102.8420038535645,17412.698412698413,0.3153,High Risk
SH002235,2025-05-01,2025,5,May,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,700,22426.0,2,2,1792.0,1848.04,56.04,1,0,0.7,High,0.9438775510204082,0.07482993197278912,0.9516908212560387,-0.10628019323671498,0.9833333333333333,2.56,41.136801541425804,32037.14285714286,0.077,Low Risk
SH002234,2025-05-01,2025,5,May,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,700,17723.0,2,2,1628.36,1604.08,-24.28,1,0,0.76,High,0.8848920863309353,0.07553956834532374,0.9519230769230769,-0.10576923076923077,0.9375,2.326228571428571,85.23489932885903,23319.736842105263,0.1824,Medium Risk
SH002301,2025-05-01,2025,5,May,2,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,850,20653.0,2,2,2153.37,2222.2,68.83,1,0,0.77,High,0.9439728353140917,0.07470288624787776,0.9128440366972477,0.0871559633027523,0.9591836734693877,2.533376470588235,49.951830443159906,26822.077922077922,0.0846,Low Risk
SH002214,2025-05-01,2025,5,May,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C02,Titan Logistics,Premium / High Reliability,250,16196.0,1,1,698.18,781.17,82.99,1,0,0.78,Medium,0.9587955625990491,0.07290015847860538,0.9585798816568047,0.05325443786982249,0.98,2.7927199999999996,9.188034188034184,20764.102564102563,0.0323,Low Risk
SH002198,2025-05-01,2025,5,May,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1350,20320.0,3,3,3494.55,3772.13,277.58,1,0,0.8,High,0.8850987432675045,0.07540394973070018,0.9018867924528302,0.09811320754716982,0.8732394366197183,2.5885555555555557,164.38159156279954,25400.0,0.2462,Medium Risk
SH002231,2025-05-01,2025,5,May,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,700,16013.0,2,2,1986.7,2019.92,33.22,1,0,0.83,High,0.9588607594936709,0.07278481012658228,0.9521531100478469,-0.10526315789473684,1.0,2.838142857142857,25.726495726495713,19292.77108433735,0.0651,Low Risk
SH002203,2025-05-01,2025,5,May,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,1350,21467.0,3,3,3337.43,3319.74,-17.69,1,0,0.82,High,0.8853046594982079,0.07526881720430108,0.9022556390977443,0.09774436090225563,0.875,2.47217037037037,164.38159156279954,26179.26829268293,0.2728,Medium Risk
SH002192,2025-05-02,2025,5,May,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1350,22469.0,3,3,3790.05,3903.54,113.49,1,0,0.83,High,0.9440677966101695,0.07457627118644068,0.9026217228464419,0.09737827715355805,0.9701492537313433,2.8074444444444446,79.33526011560691,27071.0843373494,0.0746,Low Risk
SH002228,2025-05-02,2025,5,May,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C01,Apex Freight,Low Cost / Lower Reliability,250,13168.0,1,1,581.4,620.63,39.23,1,0,0.75,Medium,0.8855098389982111,0.07513416815742398,0.9588235294117647,0.052941176470588235,0.9302325581395349,2.3256,30.44103547459251,17557.333333333332,0.047,Low Risk
SH002296,2025-05-02,2025,5,May,2,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,850,20348.0,2,2,2553.47,2536.86,-16.61,1,0,0.79,High,0.9589257503949447,0.07266982622432859,0.91324200913242,0.0867579908675799,0.9571428571428572,3.004082352941176,31.239316239316224,25756.962025316454,0.1017,Low Risk
SH002332,2025-05-02,2025,5,May,2,L012,Georgia,Texas,Battery Hub,Processing Hub,Low,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,900,12539.0,3,3,2192.16,2213.61,21.45,1,0,0.66,Medium,0.8857142857142857,0.075,0.8446601941747572,0.1650485436893204,0.7741935483870968,2.4357333333333333,109.58772770853304,18998.484848484848,0.3104,High Risk
SH002220,2025-05-03,2025,5,May,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C01,Apex Freight,Low Cost / Lower Reliability,250,13295.0,1,1,577.66,513.95,-63.71,1,0,0.74,Medium,0.8859180035650623,0.0748663101604278,0.9590643274853801,0.05263157894736842,0.9318181818181818,2.31064,30.44103547459251,17966.216216216217,0.0302,Low Risk
SH002233,2025-05-03,2025,5,May,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,700,18605.0,2,2,1988.05,1918.15,-69.9,1,0,0.74,High,0.9589905362776026,0.07255520504731862,0.9523809523809523,-0.10476190476190476,1.0,2.8400714285714286,25.726495726495713,25141.891891891893,0.0622,Low Risk
SH002246,2025-05-03,2025,5,May,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,900,18199.0,3,3,2103.52,2243.96,140.44,1,0,0.76,High,0.8861209964412812,0.07473309608540925,0.9194915254237288,0.012711864406779662,0.8813559322033898,2.3372444444444445,109.58772770853304,23946.052631578947,0.307,High Risk
SH002258,2025-05-03,2025,5,May,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,900,16132.0,3,3,2408.13,2306.85,-101.28,1,0,0.81,High,0.9441624365482234,0.07445008460236886,0.919831223628692,0.012658227848101266,0.9090909090909091,2.6757,52.89017341040461,19916.04938271605,0.1296,Low Risk
SH002328,2025-05-04,2025,5,May,2,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C02,Titan Logistics,Premium / High Reliability,1200,23789.0,3,3,3680.74,3669.39,-11.35,1,1,0.75,Medium,0.9590551181102362,0.07244094488188976,0.8855421686746988,0.07228915662650602,0.9512195121951219,3.067283333333333,44.10256410256408,31718.666666666668,0.0749,Low Risk
SH002318,2025-05-04,2025,5,May,2,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C03,BlueRoute Transport,Balanced Performer,1200,24559.0,3,3,3181.95,3201.82,19.87,1,0,0.71,Medium,0.9442567567567568,0.07432432432432433,0.8862275449101796,0.0718562874251497,0.9183673469387755,2.6516249999999997,70.5202312138728,34590.140845070426,0.147,Low Risk
SH002306,2025-05-04,2025,5,May,2,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C02,Titan Logistics,Premium / High Reliability,850,19511.0,2,2,2548.57,2467.98,-80.59,1,1,0.69,High,0.9591194968553459,0.07389937106918239,0.9136363636363637,0.08636363636363636,0.9577464788732394,2.9983176470588235,31.239316239316224,28276.8115942029,0.1311,Low Risk
SH002216,2025-05-04,2025,5,May,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C03,BlueRoute Transport,Balanced Performer,250,19593.0,1,1,584.86,592.95,8.09,1,0,0.75,Medium,0.9443507588532883,0.07419898819561552,0.9593023255813954,0.05232558139534884,0.9791666666666666,2.33944,14.691714836223502,26124.0,0.049,Low Risk
SH002205,2025-05-04,2025,5,May,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1350,21564.0,3,3,3518.6,3534.74,16.14,1,0,0.82,High,0.9444444444444444,0.07407407407407407,0.9029850746268657,0.09701492537313433,0.9705882352941176,2.6063703703703704,79.33526011560691,26297.56097560976,0.1176,Low Risk
SH002174,2025-05-04,2025,5,May,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,1200,18487.0,3,2,3079.97,3603.28,523.31,1,0,0.83,High,0.8045685279187818,0.13451776649746192,0.9117647058823529,0.026143790849673203,0.8214285714285714,2.5666416666666665,228.8065843621399,22273.493975903617,0.4175,High Risk
SH002215,2025-05-04,2025,5,May,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C02,Titan Logistics,Premium / High Reliability,250,14861.0,1,1,663.1,674.11,11.01,1,0,0.7,Medium,0.9591836734693877,0.07535321821036106,0.9595375722543352,0.05202312138728324,0.9803921568627451,2.6524,9.188034188034184,21230.0,0.0462,Low Risk
SH002208,2025-05-04,2025,5,May,2,L002,Texas,Michigan,Processing Hub,EV Manufacturing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1350,18794.0,3,3,3650.88,3627.61,-23.27,1,0,0.76,High,0.9445378151260504,0.07394957983193277,0.9033457249070632,0.09665427509293681,0.9710144927536232,2.704355555555556,79.33526011560691,24728.947368421053,0.1288,Low Risk
SH002225,2025-05-05,2025,5,May,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C03,BlueRoute Transport,Balanced Performer,250,16932.0,1,1,637.02,590.24,-46.78,1,0,0.79,Medium,0.9446308724832215,0.0738255033557047,0.9597701149425287,0.05172413793103448,0.9795918367346939,2.54808,14.691714836223502,21432.91139240506,0.038,Low Risk
SH002226,2025-05-05,2025,5,May,2,L003,Georgia,Tennessee,Battery Hub,EV Manufacturing Hub,Medium,Medium,Low,Medium,C02,Titan Logistics,Premium / High Reliability,250,16869.0,1,1,706.98,694.08,-12.9,1,0,0.78,Medium,0.9592476489028213,0.07523510971786834,0.96,0.05142857142857143,0.9807692307692307,2.82792,9.188034188034184,21626.923076923074,0.0415,Low Risk
SH002250,2025-05-05,2025,5,May,2,L005,Texas,Tennessee,Processing Hub,Battery Hub,Medium,High,Medium,High,C01,Apex Freight,Low Cost / Lower Reliability,900,20365.0,3,3,2141.11,1991.7,-149.41,1,0,0.83,High,0.8863232682060391,0.07460035523978685,0.9201680672268907,0.012605042016806723,0.8833333333333333,2.379011111111111,109.58772770853304,24536.144578313255,0.31,High Risk
SH002270,2025-05-05,2025,5,May,2,L007,Texas,Georgia,Processing Hub,Battery Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,800,12765.0,2,2,1983.63,1889.51,-94.12,1,0,0.7,High,0.8050632911392405,0.1341772151898734,0.9329896907216495,-0.015463917525773196,0.7647058823529411,2.4795375,152.53772290809326,18235.714285714286,0.4919,High Risk
SH002183,2025-05-06,2025,5,May,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,24700.0,3,3,3262.91,3286.51,23.6,1,0,1.0,High,0.9447236180904522,0.07370184254606366,0.9120521172638436,0.02280130293159609,0.9186046511627907,2.7190916666666665,70.5202312138728,24700.0,0.1245,Low Risk
SH002240,2025-05-06,2025,5,May,2,L004,North Carolina,Michigan,Processing Hub,EV Manufacturing Hub,Medium,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,700,19579.0,2,2,1808.14,1845.78,37.64,1,0,0.68,High,0.9448160535117057,0.07357859531772576,0.95260663507109,-0.10426540284360189,0.9836065573770492,2.583057142857143,41.136801541425804,28792.647058823528,0.0701,Low Risk
SH002320,2025-05-06,2025,5,May,2,L011,Texas,North Carolina,Processing Hub,Processing Hub,Medium,Medium,Medium,Medium,C01,Apex Freight,Low Cost / Lower Reliability,1200,17381.0,3,3,3212.12,3584.34,372.22,1,0,0.75,Medium,0.8865248226950354,0.07446808510638298,0.8869047619047619,0.07142857142857142,0.8297872340425532,2.6767666666666665,146.11697027804405,23174.666666666668,0.351,High Risk
SH002305,2025-05-07,2025,5,May,2,L009,Georgia,Michigan,Battery Hub,EV Manufacturing Hub,Medium,High,Medium,High,C04,Velocity Haul,Exception-Prone Carrier,850,23090.0,2,2,2254.66,2234.89,-19.77,1,0,0.72,High,0.8055555555555556,0.13383838383838384,0.9140271493212669,0.08597285067873303,0.8043478260869565,2.652541176470588,162.07133058984908,32069.444444444445,0.2564,Medium Risk
SH002180,2025-05-07,2025,5,May,2,L001,Nevada,Texas,Upstream Supply,Processing Hub,High,High,Medium,High,C03,BlueRoute Transport,Balanced Performer,1200,24950.0,3,3,3059.24,3233.92,174.68,1,0,0.75,High,0.9449081803005008,0.07345575959933222,0.9123376623376623,0.022727272727272728,0.9195402298850575,2.5493666666666663,70.5202312138728,33266.666666666664,0.1609,Medium Risk
SH002310,2025-05-08,2025,5,May,2,L010,Nevada,Tennessee,Upstream Supply,Battery Hub,Low,High,High,Medium,C04,Velocity Haul,Exception-Prone Carrier,1750,14240.0,4,4,5121.02,4864.72,-256.3,1,0,0.71,High,0.8060453400503779,0.13350125944584382,0.7831325301204819,0.2891566265060241,0.42857142857142855,2.926297142857143,333.676268861454,20056.338028169015,0.6702,Critical Risk
